affected,angle,areas,aspects,avalanche,avalanches,avoid,avoiding,bare,beginning,breaks,brings,buried,care,caught,caution,chance,clear,cliffs,close,collapsing,combination,committing,conditions,connected,consequences,consequential,consider,continuous,cornices,cover,crack,cracking,cracks,danger,dangerous,deeper,degrees,dense,directly,drifted,drifts,drop,early,east,easterly,elevation,elevations,especially,exception,expect,experience,exposed,face,faces,facing,fall,favored,feature,features,feeling,feels,filled,firm,firmer,foot,form,formed,fresh,generally,getting,ground,gullies,gully,hammered,hard,harder,heavy,hide,high,higher,holding,hollow,impenetrable,incoming,increase,indication,inside,instability,isn,isolated,just,lack,large,layers,light,like,likely,loaded,locations,look,looking,looks,low,lower,monday,nasty,necessary,new,night,north,northeast,northerly,observe,october,older,open,patch,permanent,pillows,place,places,potent,problematic,prone,push,rapid,recent,resting,result,ride,rides,ridgelines,ridges,ridgetop,rocks,rounded,safe,season,shaded,sheltered,shooting,sign,signs,sit,slab,slabs,slides,slope,slopes,small,smooth,snow,snowfield,snowpack,sounding,spot,steep,steer,stick,stiff,storm,sunday,surface,terrain,textured,think,travel,traveling,treeline,trigger,type,unfortunately,unlikely,unstable,unsupported,upper,use,weak,weight,weren,wind,winds,winter,won
0.0,0.0,0.0,0.2601088405686689,0.10552593194993061,0.0,0.12125560830277748,0.0,0.0,0.0,0.2601088405686689,0.0,0.2601088405686689,0.0,0.0,0.0,0.2003080084190294,0.0,0.0,0.22512759624920967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2601088405686689,0.0,0.0,0.0,0.0,0.18105644045241703,0.0,0.0,0.0,0.2003080084190294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2003080084190294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2601088405686689,0.0,0.0,0.0,0.2601088405686689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2003080084190294,0.0,0.0,0.0,0.0,0.0,0.1520275122398773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14050717626938986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0986202982538936,0.11303278315902364,0.0,0.08627436398331823,0.0,0.2003080084190294,0.0,0.0,0.13034551978011089,0.2601088405686689,0.0,0.0,0.0,0.0,0.22512759624920967,0.0,0.0,0.0,0.0,0.0,0.0,0.11303278315902364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2003080084190294,0.0,0.0,0.1520275122398773,0.0,0.0,0.0
0.0,0.0,0.1002910839981086,0.0,0.13922887968422792,0.0,0.0799911556688999,0.0,0.0,0.1715912941926074,0.0,0.1715912941926074,0.0,0.0,0.0,0.0,0.0,0.1715912941926074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1715912941926074,0.1715912941926074,0.0,0.0,0.1715912941926074,0.0,0.0,0.23997346700669972,0.0,0.0,0.0,0.0,0.0,0.0,0.11944118804733629,0.1485145045989867,0.0,0.1715912941926074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1715912941926074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1715912941926074,0.0,0.0,0.1715912941926074,0.0,0.1485145045989867,0.13214126181417107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11944118804733629,0.0,0.0,0.0,0.0,0.1715912941926074,0.0,0.0,0.0,0.1485145045989867,0.0,0.0,0.0,0.1715912941926074,0.0,0.0,0.0,0.0,0.0,0.11944118804733629,0.0,0.0,0.1715912941926074,0.0,0.0,0.0,0.1715912941926074,0.0,0.0,0.0,0.0,0.0,0.0,0.1715912941926074,0.0,0.0,0.0,0.0,0.0,0.0,0.1715912941926074,0.1715912941926074,0.1715912941926074,0.0,0.0,0.0,0.0,0.0,0.0,0.19517657962777726,0.07456663720481588,0.0,0.28457183037639594,0.0,0.0,0.0,0.0,0.08598768262692962,0.0,0.11944118804733629,0.0,0.13214126181417107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07456663720481588,0.0,0.0,0.0,0.1715912941926074,0.0,0.10906447222055034,0.0,0.0,0.0,0.0,0.1002910839981086,0.0,0.1715912941926074,0.0
0.0,0.0,0.0,0.0,0.10028974759031861,0.1152389192484558,0.1152389192484558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1903687485479448,0.0,0.0,0.1903687485479448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1903687485479448,0.0,0.0,0.34414488224922796,0.0,0.0,0.0,0.0,0.0,0.17207244112461398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1903687485479448,0.0,0.0,0.0,0.0,0.14448392492335996,0.0,0.1903687485479448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17207244112461398,0.0,0.0,0.0,0.0,0.21395679134263496,0.0,0.0,0.0,0.0,0.17207244112461398,0.1903687485479448,0.0,0.0,0.0,0.0,0.0,0.0,0.17207244112461398,0.0,0.0,0.0,0.0,0.0,0.0,0.21395679134263496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1903687485479448,0.0,0.0,0.0,0.13353522667178663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12387779038500876,0.0,0.0,0.0,0.18745354125576963,0.10742410972336504,0.0,0.16398688033397557,0.0,0.0,0.1903687485479448,0.0,0.12387779038500876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10742410972336504,0.0,0.0,0.0,0.0,0.0,0.15712326946647678,0.0,0.3807374970958896,0.0,0.0,0.14448392492335996,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.09938840487081148,0.1142032225460095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24498056808616717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18865783103495729,0.0,0.0,0.18865783103495729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18865783103495729,0.0,0.0,0.34105191919443884,0.0,0.0,0.0,0.0,0.0,0.17052595959721942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18865783103495729,0.0,0.0,0.0,0.0,0.14318539205290676,0.0,0.18865783103495729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17052595959721942,0.0,0.0,0.0,0.0,0.21203387897323134,0.0,0.0,0.0,0.0,0.17052595959721942,0.18865783103495729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21203387897323134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18865783103495729,0.0,0.0,0.0,0.13233509398374735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12276445280908553,0.0,0.0,0.0,0.18576882383732607,0.1064586477342271,0.0,0.16251306686614725,0.0,0.0,0.18865783103495729,0.0,0.12276445280908553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1064586477342271,0.0,0.0,0.0,0.0,0.0,0.1557111419220214,0.0,0.37731566206991457,0.0,0.0,0.14318539205290676,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.1216211899196919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2608930600521206,0.0,0.0,0.2608930600521206,0.0,0.0,0.0,0.0,0.0,0.20091193038704164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1816023195847709,0.0,0.0,0.0,0.0,0.0,0.1816023195847709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20091193038704164,0.0,0.0,0.0,0.0,0.0,0.0,0.20091193038704164,0.0,0.0,0.0,0.0,0.0,0.2608930600521206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1816023195847709,0.20091193038704164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2608930600521206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2608930600521206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14093080072196262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13073850717711255,0.0,0.0,0.0,0.1978352703311408,0.0,0.2258063484471561,0.1730689566294547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2608930600521206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2608930600521206,0.0,0.2608930600521206,0.0,0.0,0.0,0.15248587012136472,0.0,0.0,0.0
0.19215233275754884,0.0,0.12975948576238477,0.0,0.0,0.10349485528874204,0.0,0.19215233275754884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19215233275754884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19215233275754884,0.10349485528874204,0.0,0.0,0.0,0.19215233275754884,0.0,0.15453644054902177,0.0,0.0,0.19215233275754884,0.0,0.0,0.0,0.19215233275754884,0.0,0.0,0.0,0.0,0.0,0.0,0.19215233275754884,0.0,0.17096816085189448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12975948576238477,0.0,0.0,0.19215233275754884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19215233275754884,0.0,0.0,0.0,0.0,0.0,0.2822214949945383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14111074749726915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15453644054902177,0.17096816085189448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25951897152476955,0.0,0.0,0.0,0.0,0.0,0.17096816085189448,0.0,0.0,0.0,0.0,0.0,0.0,0.19215233275754884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19215233275754884,0.11125333414264382,0.0,0.0,0.0,0.16835004399685985,0.0,0.0,0.22091232580235018,0.0,0.0,0.0,0.0,0.0,0.0,0.15453644054902177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14111074749726915,0.0,0.0,0.0,0.19215233275754884,0.0,0.17096816085189448,0.0,0.0
0.19215233275754884,0.0,0.12975948576238477,0.0,0.0,0.10349485528874204,0.0,0.19215233275754884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19215233275754884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19215233275754884,0.10349485528874204,0.0,0.0,0.0,0.19215233275754884,0.0,0.15453644054902177,0.0,0.0,0.19215233275754884,0.0,0.0,0.0,0.19215233275754884,0.0,0.0,0.0,0.0,0.0,0.0,0.19215233275754884,0.0,0.17096816085189448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12975948576238477,0.0,0.0,0.19215233275754884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19215233275754884,0.0,0.0,0.0,0.0,0.0,0.2822214949945383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14111074749726915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15453644054902177,0.17096816085189448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25951897152476955,0.0,0.0,0.0,0.0,0.0,0.17096816085189448,0.0,0.0,0.0,0.0,0.0,0.0,0.19215233275754884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19215233275754884,0.11125333414264382,0.0,0.0,0.0,0.16835004399685985,0.0,0.0,0.22091232580235018,0.0,0.0,0.0,0.0,0.0,0.0,0.15453644054902177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14111074749726915,0.0,0.0,0.0,0.19215233275754884,0.0,0.17096816085189448,0.0,0.0
0.0,0.20666582969857034,0.0,0.0,0.09687219445547579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1838815917945566,0.0,0.0,0.0,0.0,0.0,0.1838815917945566,0.0,0.22262389252145123,0.0,0.0,0.0,0.0,0.1838815917945566,0.1662087638822729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1838815917945566,0.0,0.0,0.0,0.23877840941610384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15176901207702306,0.0,0.0,0.0,0.0,0.0,0.20666582969857034,0.0,0.0,0.1662087638822729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1838815917945566,0.0,0.0,0.0,0.0,0.0,0.15176901207702306,0.0,0.0,0.0,0.0,0.0,0.23877840941610384,0.0,0.0,0.0,0.0,0.0,0.0,0.1662087638822729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20666582969857034,0.0,0.0,0.23877840941610384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1289847741730093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20666582969857034,0.0,0.0,0.23877840941610384,0.0,0.0,0.2715985881339894,0.10376344039510534,0.0,0.2375980996295763,0.0,0.0,0.1838815917945566,0.0,0.11965643235948953,0.0,0.1662087638822729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10376344039510534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.2174352654328408,0.0,0.1249230634089289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26797600241669406,0.0,0.0,0.0,0.0,0.26797600241669406,0.0,0.0,0.0,0.26797600241669406,0.0,0.0,0.0,0.0,0.1249230634089289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26797600241669406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17032718011056772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18653261080307626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18653261080307626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20636645502254675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1016031336168426,0.11645153354559502,0.0,0.1777675769938998,0.0,0.0,0.0,0.0,0.13428790519858871,0.0,0.0,0.0,0.0,0.0,0.0,0.4638734550094301,0.0,0.0,0.23193672750471506,0.0,0.0,0.23290306709119005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26797600241669406,0.0,0.15662568368814064,0.0,0.0,0.0
0.0,0.19689459999151915,0.0,0.0,0.09229204462794419,0.10604908012732142,0.10604908012732142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19689459999151915,0.22748888617516913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14459332230973168,0.0,0.0,0.0,0.1751876084933817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22748888617516913,0.22748888617516913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22748888617516913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13296191452708903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15835035780910892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28918664461946336,0.0,0.0,0.0,0.0,0.0,0.0,0.22748888617516913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15835035780910892,0.0,0.0,0.0,0.0,0.0,0.22748888617516913,0.0,0.0,0.0,0.0,0.0,0.0,0.12288633081159418,0.0,0.0,0.19689459999151915,0.22748888617516913,0.1751876084933817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11399903612608167,0.0,0.0,0.0,0.3450097544549759,0.0988574701494518,0.0,0.22636438183101426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19689459999151915,0.0,0.0,0.0988574701494518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
