An,Avoid,However,If,In,Look,Monday,On,Shooting,Stick,Sunday,You,affected,angle,areas,aspects,avalanche,avalanches,avoid,avoiding,bare,beginning,breaks,brings,buried,care,caught,caution,chance,clear,cliffs,close,collapsing,combination,committing,conditions,connected,consequences,consequential,consider,continuous,cornices,cover,crack,cracking,cracks,danger,dangerous,deeper,degrees,dense,directly,drifted,drifts,drop,early,east,easterly,elevation,elevations,especially,exception,expect,experience,exposed,face,faces,facing,fall,favored,feature,features,feeling,feels,filled,firm,firmer,foot,form,formed,fresh,generally,getting,ground,gullies,gully,hammered,hard,harder,heavy,hide,high,higher,holding,hollow,impenetrable,incoming,increase,indication,inside,instability,isn,isolated,just,lack,large,layers,light,like,likely,loaded,locations,look,looking,looks,low,lower,nasty,necessary,new,night,north,northeast,northerly,observe,october,older,open,patch,permanent,pillows,place,places,potent,problematic,prone,push,rapid,recent,resting,result,ride,rides,ridgelines,ridges,ridgetop,rocks,rounded,safe,season,shaded,sheltered,sign,signs,sit,slab,slabs,slides,slope,slopes,small,smooth,snow,snowfield,snowpack,sounding,spot,steep,steer,stick,stiff,storm,surface,terrain,textured,think,travel,traveling,treeline,trigger,type,unfortunately,unlikely,unstable,unsupported,upper,use,weak,weight,weren,wind,winds,winter,won
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25945591829243037,0.10526104194642166,0.0,0.1401544767411574,0.0,0.0,0.0,0.25945591829243037,0.0,0.25945591829243037,0.0,0.0,0.0,0.19980519751679393,0.0,0.0,0.22456248349769464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25945591829243037,0.0,0.0,0.0,0.0,0.18060195461883527,0.0,0.0,0.0,0.19980519751679393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19980519751679393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25945591829243037,0.0,0.0,0.0,0.25945591829243037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19980519751679393,0.0,0.0,0.0,0.0,0.0,0.1516458944943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1401544767411574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0983727426941576,0.11274904954232527,0.0,0.08605779904846302,0.0,0.19980519751679393,0.0,0.0,0.1300183279273224,0.25945591829243037,0.0,0.0,0.0,0.22456248349769464,0.0,0.0,0.0,0.0,0.0,0.0,0.11274904954232527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19980519751679393,0.0,0.0,0.1516458944943,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.15998730204745187,0.15998730204745187,0.0,0.15998730204745187,0.15998730204745187,0.0,0.31997460409490375,0.0,0.0,0.09350882294914843,0.0,0.1298134205035244,0.0,0.08642291434808373,0.0,0.0,0.15998730204745187,0.0,0.15998730204745187,0.0,0.0,0.0,0.0,0.0,0.15998730204745187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15998730204745187,0.15998730204745187,0.0,0.0,0.15998730204745187,0.0,0.0,0.22374507826883183,0.0,0.0,0.0,0.0,0.0,0.0,0.11136388660596137,0.13847109795113036,0.0,0.15998730204745187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15998730204745187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15998730204745187,0.0,0.0,0.15998730204745187,0.0,0.13847109795113036,0.12320510819776782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13847109795113036,0.0,0.0,0.0,0.15998730204745187,0.0,0.0,0.0,0.0,0.0,0.11136388660596137,0.0,0.0,0.15998730204745187,0.0,0.0,0.0,0.15998730204745187,0.0,0.0,0.0,0.0,0.0,0.0,0.15998730204745187,0.0,0.0,0.0,0.0,0.0,0.0,0.15998730204745187,0.15998730204745187,0.0,0.0,0.0,0.0,0.0,0.0,0.1819776145662,0.06952401149069252,0.0,0.26532744329977875,0.0,0.0,0.0,0.0,0.08017270000512476,0.0,0.0,0.0,0.12320510819776782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06952401149069252,0.0,0.0,0.0,0.15998730204745187,0.0,0.10168890410144628,0.0,0.0,0.0,0.0,0.09350882294914843,0.0,0.15998730204745187,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09973363818422473,0.11459991627475258,0.13279477017068533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1893131486064005,0.0,0.0,0.1893131486064005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1893131486064005,0.0,0.0,0.3422365894209355,0.0,0.0,0.0,0.0,0.0,0.17111829471046774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1893131486064005,0.0,0.0,0.0,0.0,0.1436827575896115,0.0,0.1893131486064005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17111829471046774,0.0,0.0,0.0,0.0,0.21277039505565504,0.0,0.0,0.0,0.0,0.17111829471046774,0.1893131486064005,0.0,0.0,0.0,0.0,0.0,0.0,0.1893131486064005,0.0,0.0,0.0,0.0,0.0,0.21277039505565504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1893131486064005,0.0,0.0,0.0,0.13279477017068533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12319088463347928,0.0,0.0,0.0,0.18641410621876287,0.1068284400832094,0.0,0.16307756857658395,0.0,0.0,0.1893131486064005,0.0,0.12319088463347928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1068284400832094,0.0,0.0,0.0,0.0,0.0,0.1562520166199399,0.0,0.378626297212801,0.0,0.0,0.1436827575896115,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09938840487081148,0.1142032225460095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24498056808616717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18865783103495729,0.0,0.0,0.18865783103495729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18865783103495729,0.0,0.0,0.34105191919443884,0.0,0.0,0.0,0.0,0.0,0.17052595959721942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18865783103495729,0.0,0.0,0.0,0.0,0.14318539205290676,0.0,0.18865783103495729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17052595959721942,0.0,0.0,0.0,0.0,0.21203387897323134,0.0,0.0,0.0,0.0,0.17052595959721942,0.18865783103495729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21203387897323134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18865783103495729,0.0,0.0,0.0,0.13233509398374735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12276445280908553,0.0,0.0,0.0,0.18576882383732607,0.1064586477342271,0.0,0.16251306686614725,0.0,0.0,0.18865783103495729,0.0,0.12276445280908553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1064586477342271,0.0,0.0,0.0,0.0,0.0,0.1557111419220214,0.0,0.37731566206991457,0.0,0.0,0.14318539205290676,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1216211899196919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2608930600521206,0.0,0.0,0.2608930600521206,0.0,0.0,0.0,0.0,0.0,0.20091193038704164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1816023195847709,0.0,0.0,0.0,0.0,0.0,0.1816023195847709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20091193038704164,0.0,0.0,0.0,0.0,0.0,0.0,0.20091193038704164,0.0,0.0,0.0,0.0,0.0,0.2608930600521206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1816023195847709,0.20091193038704164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2608930600521206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2608930600521206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14093080072196262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13073850717711255,0.0,0.0,0.0,0.1978352703311408,0.0,0.2258063484471561,0.1730689566294547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2608930600521206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2608930600521206,0.0,0.2608930600521206,0.0,0.0,0.0,0.15248587012136472,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19164051195064274,0.0,0.129413855793945,0.0,0.0,0.10321918431673593,0.0,0.19164051195064274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19164051195064274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19164051195064274,0.10321918431673593,0.0,0.0,0.0,0.19164051195064274,0.0,0.15412481418694166,0.0,0.0,0.19164051195064274,0.0,0.0,0.0,0.19164051195064274,0.0,0.0,0.0,0.0,0.0,0.0,0.19164051195064274,0.0,0.17051276663009818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129413855793945,0.0,0.0,0.19164051195064274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19164051195064274,0.0,0.0,0.0,0.0,0.0,0.2814697641608741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14073488208043705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15412481418694166,0.17051276663009818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25882771158789,0.0,0.0,0.0,0.0,0.0,0.17051276663009818,0.0,0.0,0.0,0.0,0.0,0.0,0.19164051195064274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19164051195064274,0.11095699753077594,0.0,0.0,0.0,0.16790162344362164,0.0,0.0,0.22032389930122448,0.0,0.0,0.0,0.0,0.0,0.0,0.17051276663009818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14073488208043705,0.0,0.0,0.0,0.19164051195064274,0.0,0.17051276663009818,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19164051195064274,0.0,0.129413855793945,0.0,0.0,0.10321918431673593,0.0,0.19164051195064274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19164051195064274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19164051195064274,0.10321918431673593,0.0,0.0,0.0,0.19164051195064274,0.0,0.15412481418694166,0.0,0.0,0.19164051195064274,0.0,0.0,0.0,0.19164051195064274,0.0,0.0,0.0,0.0,0.0,0.0,0.19164051195064274,0.0,0.17051276663009818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129413855793945,0.0,0.0,0.19164051195064274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19164051195064274,0.0,0.0,0.0,0.0,0.0,0.2814697641608741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14073488208043705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15412481418694166,0.17051276663009818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25882771158789,0.0,0.0,0.0,0.0,0.0,0.17051276663009818,0.0,0.0,0.0,0.0,0.0,0.0,0.19164051195064274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19164051195064274,0.11095699753077594,0.0,0.0,0.0,0.16790162344362164,0.0,0.0,0.22032389930122448,0.0,0.0,0.0,0.0,0.0,0.0,0.17051276663009818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14073488208043705,0.0,0.0,0.0,0.19164051195064274,0.0,0.17051276663009818,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20602945148228344,0.0,0.0,0.09657389959751457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18331537221406335,0.0,0.0,0.0,0.0,0.0,0.18331537221406335,0.0,0.22193837525024931,0.0,0.0,0.0,0.0,0.18331537221406335,0.1656969635675091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18331537221406335,0.0,0.0,0.0,0.23804314815644775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151301675539899,0.0,0.0,0.0,0.0,0.0,0.20602945148228344,0.0,0.0,0.1656969635675091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18331537221406335,0.0,0.0,0.0,0.0,0.0,0.151301675539899,0.0,0.0,0.0,0.0,0.0,0.23804314815644775,0.0,0.0,0.0,0.0,0.0,0.1656969635675091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20602945148228344,0.0,0.0,0.23804314815644775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1285875962716789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20602945148228344,0.0,0.0,0.23804314815644775,0.0,0.0,0.2707622649483189,0.10344392558604987,0.0,0.23686647285288098,0.0,0.0,0.18331537221406335,0.0,0.11928797886573468,0.0,0.18331537221406335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10344392558604987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21602048290589176,0.0,0.14381502019739714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26623236729335714,0.0,0.0,0.0,0.0,0.26623236729335714,0.0,0.0,0.0,0.26623236729335714,0.0,0.0,0.0,0.0,0.12411022853151346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26623236729335714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1692189150009259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20502369374537716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18531890207949347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20502369374537716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10094203414965992,0.11569382023460677,0.0,0.1766108995741244,0.0,0.0,0.0,0.0,0.13341413625647464,0.0,0.0,0.0,0.0,0.0,0.46085517709781176,0.0,0.0,0.23042758854890588,0.0,0.0,0.23138764046921353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26623236729335714,0.0,0.1556065698837984,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1965162143605313,0.0,0.0,0.09211468078178889,0.10584527845829958,0.12265017186246134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1965162143605313,0.22705170544120373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14431544757116008,0.0,0.0,0.0,0.17485093865183254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22705170544120373,0.22705170544120373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22705170544120373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13270639264925257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1580460452476708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28863089514232015,0.0,0.0,0.0,0.0,0.0,0.0,0.22705170544120373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1580460452476708,0.0,0.0,0.0,0.0,0.0,0.22705170544120373,0.0,0.0,0.0,0.0,0.0,0.0,0.12265017186246134,0.0,0.0,0.1965162143605313,0.22705170544120373,0.17485093865183254,0.0,0.0,0.0,0.0,0.0,0.0,0.11377995649048762,0.0,0.0,0.0,0.34434672594306115,0.09866748908231245,0.0,0.22592936213288137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1965162143605313,0.0,0.0,0.09866748908231245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
